date,store_id,product_id,sales,promotions
2022-01-27,1,1,160.05,0
2022-01-27,1,2,165.81,0
2022-01-27,1,3,212.45,1
2022-01-27,2,1,172.86,0
2022-01-27,2,2,175.41,0
2022-01-27,2,3,194.41,0
2022-01-28,1,1,155.69,0
2022-01-28,1,2,173.98,0
2022-01-28,1,3,188.53,0
2022-01-28,2,1,159.6,0
2022-01-28,2,2,198.44,1
2022-01-28,2,3,181.95,0
2022-01-29,1,1,194.05,0
2022-01-29,1,2,179.17,0
2022-01-29,1,3,200.94,0
2022-01-29,2,1,204.73,0
2022-01-29,2,2,202.17,0
2022-01-29,2,3,233.57,0
2022-01-30,1,1,207.2,1
2022-01-30,1,2,217.07,1
2022-01-30,1,3,269.95,1
2022-01-30,2,1,207.24,0
2022-01-30,2,2,224.34,0
2022-01-30,2,3,203.31,0
2022-01-31,1,1,141.27,0
2022-01-31,1,2,166.63,0
2022-01-31,1,3,177.12,0
2022-01-31,2,1,183.82,0
2022-01-31,2,2,195.97,0
2022-01-31,2,3,222.13,0
2022-02-01,1,1,145.75,0
2022-02-01,1,2,170.31,0
2022-02-01,1,3,199.57,0
2022-02-01,2,1,205.09,1
2022-02-01,2,2,217.29,1
2022-02-01,2,3,222.65,0
2022-02-02,1,1,122.18,0
2022-02-02,1,2,231.29,1
2022-02-02,1,3,178.21,0
2022-02-02,2,1,172.67,0
2022-02-02,2,2,206.81,0
2022-02-02,2,3,214.3,0
2022-02-03,1,1,171.54,1
2022-02-03,1,2,195.56,1
2022-02-03,1,3,184.27,0
2022-02-03,2,1,227.98,1
2022-02-03,2,2,195.33,0
2022-02-03,2,3,204.04,0
2022-02-04,1,1,147.22,0
2022-02-04,1,2,196.6,0
2022-02-04,1,3,182.04,0
2022-02-04,2,1,188.35,0
2022-02-04,2,2,186.34,0
2022-02-04,2,3,183.38,0
2022-02-05,1,1,145.48,0
2022-02-05,1,2,194.61,0
2022-02-05,1,3,215.3,0
2022-02-05,2,1,216.32,0
2022-02-05,2,2,248.07,1
2022-02-05,2,3,219.94,0
2022-02-06,1,1,219.07,1
2022-02-06,1,2,173.18,0
2022-02-06,1,3,248.78,1
2022-02-06,2,1,198.82,0
2022-02-06,2,2,208.01,0
2022-02-06,2,3,263.81,1
2022-02-07,1,1,177.85,0
2022-02-07,1,2,214.79,1
2022-02-07,1,3,180.41,0
2022-02-07,2,1,151.12,0
2022-02-07,2,2,209.58,1
2022-02-07,2,3,213.14,0
2022-02-08,1,1,143.14,0
2022-02-08,1,2,166.0,0
2022-02-08,1,3,187.28,0
2022-02-08,2,1,238.83,1
2022-02-08,2,2,205.96,0
2022-02-08,2,3,208.05,0
2022-02-09,1,1,178.35,0
2022-02-09,1,2,184.18,0
2022-02-09,1,3,160.05,0
2022-02-09,2,1,197.68,0
2022-02-09,2,2,234.01,1
2022-02-09,2,3,173.45,0
2022-02-10,1,1,171.18,0
2022-02-10,1,2,216.42,1
2022-02-10,1,3,186.24,0
2022-02-10,2,1,188.4,0
2022-02-10,2,2,191.37,0
2022-02-10,2,3,212.51,0
2022-02-11,1,1,155.06,0
2022-02-11,1,2,170.77,0
2022-02-11,1,3,170.38,0
2022-02-11,2,1,184.21,0
2022-02-11,2,2,262.73,1
2022-02-11,2,3,202.11,0
2022-02-12,1,1,165.1,0
2022-02-12,1,2,183.95,0
2022-02-12,1,3,185.82,0
2022-02-12,2,1,194.46,0
2022-02-12,2,2,210.8,0
2022-02-12,2,3,227.97,0
2022-02-13,1,1,190.53,0
2022-02-13,1,2,183.46,0
2022-02-13,1,3,199.55,0
2022-02-13,2,1,179.34,0
2022-02-13,2,2,203.36,0
2022-02-13,2,3,194.88,0
2022-02-14,1,1,170.95,0
2022-02-14,1,2,198.36,1
2022-02-14,1,3,173.6,0
2022-02-14,2,1,179.38,0
2022-02-14,2,2,181.03,0
2022-02-14,2,3,194.62,0
2022-02-15,1,1,142.68,0
2022-02-15,1,2,163.78,0
2022-02-15,1,3,191.87,0
2022-02-15,2,1,192.26,0
2022-02-15,2,2,180.49,0
2022-02-15,2,3,208.55,0
2022-02-16,1,1,152.4,0
2022-02-16,1,2,197.74,0
2022-02-16,1,3,209.95,0
2022-02-16,2,1,159.36,0
2022-02-16,2,2,194.42,0
2022-02-16,2,3,210.92,0
2022-02-17,1,1,152.54,0
2022-02-17,1,2,165.02,0
2022-02-17,1,3,176.98,0
2022-02-17,2,1,211.23,1
2022-02-17,2,2,156.87,0
2022-02-17,2,3,259.68,1
2022-02-18,1,1,165.66,0
2022-02-18,1,2,213.54,1
2022-02-18,1,3,178.95,0
2022-02-18,2,1,171.82,0
2022-02-18,2,2,265.46,1
2022-02-18,2,3,234.1,0
2022-02-19,1,1,171.73,0
2022-02-19,1,2,180.17,0
2022-02-19,1,3,203.32,0
2022-02-19,2,1,195.6,0
2022-02-19,2,2,198.11,0
2022-02-19,2,3,234.22,0
2022-02-20,1,1,178.35,0
2022-02-20,1,2,189.47,0
2022-02-20,1,3,201.55,0
2022-02-20,2,1,211.99,0
2022-02-20,2,2,204.73,0
2022-02-20,2,3,267.09,0
2022-02-21,1,1,163.5,0
2022-02-21,1,2,177.3,0
2022-02-21,1,3,198.28,0
2022-02-21,2,1,204.66,0
2022-02-21,2,2,187.04,0
2022-02-21,2,3,219.78,0
2022-02-22,1,1,169.48,0
2022-02-22,1,2,191.85,0
2022-02-22,1,3,187.28,0
2022-02-22,2,1,195.54,0
2022-02-22,2,2,186.18,0
2022-02-22,2,3,177.87,0
2022-02-23,1,1,137.99,0
2022-02-23,1,2,216.93,1
2022-02-23,1,3,205.08,0
2022-02-23,2,1,183.13,0
2022-02-23,2,2,199.17,0
2022-02-23,2,3,220.22,0
2022-02-24,1,1,169.69,0
2022-02-24,1,2,195.76,0
2022-02-24,1,3,224.74,1
2022-02-24,2,1,188.1,0
2022-02-24,2,2,219.69,0
2022-02-24,2,3,258.08,1
2022-02-25,1,1,181.7,0
2022-02-25,1,2,170.72,0
2022-02-25,1,3,206.85,0
2022-02-25,2,1,197.0,0
2022-02-25,2,2,172.91,0
2022-02-25,2,3,216.61,0
2022-02-26,1,1,185.29,0
2022-02-26,1,2,210.27,0
2022-02-26,1,3,215.44,0
2022-02-26,2,1,242.39,0
2022-02-26,2,2,244.47,0
2022-02-26,2,3,281.59,1
2022-02-27,1,1,186.82,0
2022-02-27,1,2,180.97,0
2022-02-27,1,3,215.83,0
2022-02-27,2,1,244.57,1
2022-02-27,2,2,256.15,0
2022-02-27,2,3,240.93,0
2022-02-28,1,1,179.46,0
2022-02-28,1,2,169.65,0
2022-02-28,1,3,206.18,0
2022-02-28,2,1,188.58,1
2022-02-28,2,2,217.45,0
2022-02-28,2,3,201.12,0
2022-03-01,1,1,146.83,0
2022-03-01,1,2,176.48,0
2022-03-01,1,3,205.78,0
2022-03-01,2,1,181.35,0
2022-03-01,2,2,183.46,0
2022-03-01,2,3,261.46,1
2022-03-02,1,1,152.04,0
2022-03-02,1,2,216.56,1
2022-03-02,1,3,183.86,0
2022-03-02,2,1,186.26,0
2022-03-02,2,2,197.3,0
2022-03-02,2,3,216.35,0
2022-03-03,1,1,202.88,0
2022-03-03,1,2,162.72,0
2022-03-03,1,3,215.16,0
2022-03-03,2,1,144.44,0
2022-03-03,2,2,181.66,0
2022-03-03,2,3,217.38,0
2022-03-04,1,1,202.37,1
2022-03-04,1,2,187.54,0
2022-03-04,1,3,189.19,0
2022-03-04,2,1,183.58,0
2022-03-04,2,2,198.28,0
2022-03-04,2,3,215.07,0
2022-03-05,1,1,186.39,0
2022-03-05,1,2,197.95,0
2022-03-05,1,3,209.65,0
2022-03-05,2,1,201.47,0
2022-03-05,2,2,223.43,0
2022-03-05,2,3,238.7,0
2022-03-06,1,1,175.33,0
2022-03-06,1,2,226.13,1
2022-03-06,1,3,190.14,0
2022-03-06,2,1,271.66,1
2022-03-06,2,2,201.57,0
2022-03-06,2,3,222.94,0
2022-03-07,1,1,176.81,0
2022-03-07,1,2,159.27,0
2022-03-07,1,3,169.16,0
2022-03-07,2,1,217.29,1
2022-03-07,2,2,215.04,0
2022-03-07,2,3,215.0,0
2022-03-08,1,1,198.05,0
2022-03-08,1,2,190.81,0
2022-03-08,1,3,176.4,0
2022-03-08,2,1,187.24,0
2022-03-08,2,2,176.28,0
2022-03-08,2,3,224.0,0
2022-03-09,1,1,158.94,0
2022-03-09,1,2,188.88,0
2022-03-09,1,3,220.29,0
2022-03-09,2,1,209.54,0
2022-03-09,2,2,198.61,0
2022-03-09,2,3,228.08,0
2022-03-10,1,1,161.01,0
2022-03-10,1,2,184.2,0
2022-03-10,1,3,173.37,0
2022-03-10,2,1,174.25,0
2022-03-10,2,2,209.84,0
2022-03-10,2,3,189.92,0
2022-03-11,1,1,167.89,0
2022-03-11,1,2,184.15,0
2022-03-11,1,3,205.58,0
2022-03-11,2,1,163.68,0
2022-03-11,2,2,176.12,0
2022-03-11,2,3,231.27,0
2022-03-12,1,1,189.39,0
2022-03-12,1,2,196.67,0
2022-03-12,1,3,193.33,0
2022-03-12,2,1,200.69,0
2022-03-12,2,2,205.38,0
2022-03-12,2,3,250.64,0
2022-03-13,1,1,167.13,0
2022-03-13,1,2,198.52,0
2022-03-13,1,3,269.17,1
2022-03-13,2,1,216.2,0
2022-03-13,2,2,215.11,0
2022-03-13,2,3,246.41,0
2022-03-14,1,1,179.41,0
2022-03-14,1,2,184.14,0
2022-03-14,1,3,203.83,0
2022-03-14,2,1,223.93,1
2022-03-14,2,2,259.07,1
2022-03-14,2,3,215.93,0
2022-03-15,1,1,146.26,0
2022-03-15,1,2,189.85,0
2022-03-15,1,3,181.7,0
2022-03-15,2,1,206.51,0
2022-03-15,2,2,208.53,0
2022-03-15,2,3,188.39,0
2022-03-16,1,1,180.55,0
2022-03-16,1,2,186.78,0
2022-03-16,1,3,208.23,0
2022-03-16,2,1,188.24,0
2022-03-16,2,2,260.88,1
2022-03-16,2,3,207.28,0
2022-03-17,1,1,181.52,0
2022-03-17,1,2,227.43,1
2022-03-17,1,3,172.49,0
2022-03-17,2,1,161.34,0
2022-03-17,2,2,198.22,0
2022-03-17,2,3,205.65,0
2022-03-18,1,1,138.9,0
2022-03-18,1,2,164.79,0
2022-03-18,1,3,195.42,0
2022-03-18,2,1,215.52,1
2022-03-18,2,2,277.55,1
2022-03-18,2,3,207.94,0
2022-03-19,1,1,245.58,1
2022-03-19,1,2,227.39,0
2022-03-19,1,3,210.31,0
2022-03-19,2,1,199.09,0
2022-03-19,2,2,215.63,0
2022-03-19,2,3,275.55,1
2022-03-20,1,1,222.63,1
2022-03-20,1,2,185.63,0
2022-03-20,1,3,223.39,0
2022-03-20,2,1,202.59,0
2022-03-20,2,2,258.6,0
2022-03-20,2,3,252.3,0
2022-03-21,1,1,162.95,0
2022-03-21,1,2,192.15,0
2022-03-21,1,3,246.54,1
2022-03-21,2,1,204.64,0
2022-03-21,2,2,177.16,0
2022-03-21,2,3,199.53,0
2022-03-22,1,1,155.92,0
2022-03-22,1,2,183.41,0
2022-03-22,1,3,146.32,0
2022-03-22,2,1,175.48,0
2022-03-22,2,2,223.39,0
2022-03-22,2,3,201.56,0
2022-03-23,1,1,172.27,0
2022-03-23,1,2,188.25,0
2022-03-23,1,3,244.75,1
2022-03-23,2,1,199.4,0
2022-03-23,2,2,218.8,0
2022-03-23,2,3,241.65,0
2022-03-24,1,1,163.24,0
2022-03-24,1,2,171.29,0
2022-03-24,1,3,205.07,0
2022-03-24,2,1,194.8,0
2022-03-24,2,2,216.06,0
2022-03-24,2,3,236.46,1
2022-03-25,1,1,180.22,0
2022-03-25,1,2,163.66,0
2022-03-25,1,3,202.92,0
2022-03-25,2,1,182.9,0
2022-03-25,2,2,262.05,1
2022-03-25,2,3,237.29,1
2022-03-26,1,1,191.66,0
2022-03-26,1,2,210.15,0
2022-03-26,1,3,213.58,0
2022-03-26,2,1,211.65,0
2022-03-26,2,2,216.82,0
2022-03-26,2,3,280.94,1
2022-03-27,1,1,234.63,1
2022-03-27,1,2,196.24,0
2022-03-27,1,3,217.16,0
2022-03-27,2,1,178.6,0
2022-03-27,2,2,198.61,0
2022-03-27,2,3,273.03,1
2022-03-28,1,1,150.77,0
2022-03-28,1,2,181.55,0
2022-03-28,1,3,216.05,0
2022-03-28,2,1,208.88,0
2022-03-28,2,2,240.88,1
2022-03-28,2,3,242.02,1
2022-03-29,1,1,150.89,0
2022-03-29,1,2,209.21,0
2022-03-29,1,3,252.77,1
2022-03-29,2,1,186.2,0
2022-03-29,2,2,205.42,0
2022-03-29,2,3,215.86,0
2022-03-30,1,1,216.96,1
2022-03-30,1,2,183.94,0
2022-03-30,1,3,249.99,1
2022-03-30,2,1,200.22,0
2022-03-30,2,2,190.21,0
2022-03-30,2,3,224.23,0
2022-03-31,1,1,228.18,1
2022-03-31,1,2,191.81,0
2022-03-31,1,3,205.07,0
2022-03-31,2,1,178.08,0
2022-03-31,2,2,193.33,0
2022-03-31,2,3,219.23,0
2022-04-01,1,1,159.98,0
2022-04-01,1,2,199.44,0
2022-04-01,1,3,196.9,0
2022-04-01,2,1,179.18,0
2022-04-01,2,2,219.85,0
2022-04-01,2,3,243.1,1
2022-04-02,1,1,189.18,0
2022-04-02,1,2,195.98,0
2022-04-02,1,3,255.58,0
2022-04-02,2,1,209.21,0
2022-04-02,2,2,211.4,0
2022-04-02,2,3,240.11,0
2022-04-03,1,1,186.9,0
2022-04-03,1,2,193.61,0
2022-04-03,1,3,234.42,0
2022-04-03,2,1,218.94,0
2022-04-03,2,2,228.72,0
2022-04-03,2,3,227.61,0
2022-04-04,1,1,196.8,0
2022-04-04,1,2,229.99,1
2022-04-04,1,3,190.92,0
2022-04-04,2,1,205.95,0
2022-04-04,2,2,206.33,0
2022-04-04,2,3,233.87,0
2022-04-05,1,1,175.66,0
2022-04-05,1,2,217.38,0
2022-04-05,1,3,184.16,0
2022-04-05,2,1,181.7,0
2022-04-05,2,2,249.11,0
2022-04-05,2,3,218.19,0
2022-04-06,1,1,152.73,0
2022-04-06,1,2,193.11,0
2022-04-06,1,3,216.02,0
2022-04-06,2,1,187.99,0
2022-04-06,2,2,176.68,0
2022-04-06,2,3,206.13,0
2022-04-07,1,1,186.23,1
2022-04-07,1,2,214.68,0
2022-04-07,1,3,175.16,0
2022-04-07,2,1,181.06,0
2022-04-07,2,2,252.65,1
2022-04-07,2,3,200.85,0
2022-04-08,1,1,175.67,0
2022-04-08,1,2,214.36,1
2022-04-08,1,3,204.5,0
2022-04-08,2,1,185.28,0
2022-04-08,2,2,202.3,0
2022-04-08,2,3,235.58,0
2022-04-09,1,1,172.3,0
2022-04-09,1,2,209.42,0
2022-04-09,1,3,271.74,1
2022-04-09,2,1,190.95,0
2022-04-09,2,2,201.29,0
2022-04-09,2,3,235.55,0
2022-04-10,1,1,158.18,0
2022-04-10,1,2,208.42,0
2022-04-10,1,3,229.34,0
2022-04-10,2,1,188.73,0
2022-04-10,2,2,237.32,0
2022-04-10,2,3,257.95,0
2022-04-11,1,1,175.02,0
2022-04-11,1,2,244.06,1
2022-04-11,1,3,194.68,0
2022-04-11,2,1,181.31,0
2022-04-11,2,2,202.61,0
2022-04-11,2,3,244.05,1
2022-04-12,1,1,160.71,0
2022-04-12,1,2,184.68,0
2022-04-12,1,3,241.63,1
2022-04-12,2,1,236.33,1
2022-04-12,2,2,173.02,0
2022-04-12,2,3,263.6,0
2022-04-13,1,1,155.41,0
2022-04-13,1,2,194.15,0
2022-04-13,1,3,243.64,1
2022-04-13,2,1,179.73,0
2022-04-13,2,2,252.7,1
2022-04-13,2,3,205.73,0
2022-04-14,1,1,208.97,1
2022-04-14,1,2,214.48,0
2022-04-14,1,3,232.7,1
2022-04-14,2,1,230.44,1
2022-04-14,2,2,188.28,0
2022-04-14,2,3,229.46,0
2022-04-15,1,1,157.79,0
2022-04-15,1,2,188.81,0
2022-04-15,1,3,254.44,1
2022-04-15,2,1,185.58,0
2022-04-15,2,2,212.83,0
2022-04-15,2,3,224.7,0
2022-04-16,1,1,204.99,0
2022-04-16,1,2,212.84,0
2022-04-16,1,3,238.63,0
2022-04-16,2,1,205.37,0
2022-04-16,2,2,205.12,0
2022-04-16,2,3,214.63,0
2022-04-17,1,1,165.91,0
2022-04-17,1,2,199.65,0
2022-04-17,1,3,221.75,0
2022-04-17,2,1,198.7,0
2022-04-17,2,2,190.47,0
2022-04-17,2,3,268.96,1
2022-04-18,1,1,162.3,0
2022-04-18,1,2,183.81,0
2022-04-18,1,3,220.79,0
2022-04-18,2,1,161.75,0
2022-04-18,2,2,214.31,0
2022-04-18,2,3,227.74,0
2022-04-19,1,1,205.22,1
2022-04-19,1,2,229.89,1
2022-04-19,1,3,196.18,0
2022-04-19,2,1,197.31,0
2022-04-19,2,2,190.95,0
2022-04-19,2,3,204.25,0
2022-04-20,1,1,140.22,0
2022-04-20,1,2,189.85,0
2022-04-20,1,3,189.85,0
2022-04-20,2,1,165.1,0
2022-04-20,2,2,189.36,0
2022-04-20,2,3,227.17,0
2022-04-21,1,1,171.19,0
2022-04-21,1,2,169.72,0
2022-04-21,1,3,259.74,1
2022-04-21,2,1,187.66,0
2022-04-21,2,2,210.86,0
2022-04-21,2,3,220.87,0
2022-04-22,1,1,164.4,0
2022-04-22,1,2,189.67,0
2022-04-22,1,3,215.9,0
2022-04-22,2,1,224.14,1
2022-04-22,2,2,214.86,0
2022-04-22,2,3,208.14,0
2022-04-23,1,1,215.82,0
2022-04-23,1,2,191.1,0
2022-04-23,1,3,251.86,0
2022-04-23,2,1,189.95,0
2022-04-23,2,2,218.21,0
2022-04-23,2,3,245.32,0
2022-04-24,1,1,206.75,0
2022-04-24,1,2,227.73,0
2022-04-24,1,3,240.27,0
2022-04-24,2,1,183.1,0
2022-04-24,2,2,269.6,1
2022-04-24,2,3,226.79,0
2022-04-25,1,1,182.87,0
2022-04-25,1,2,239.79,1
2022-04-25,1,3,202.77,0
2022-04-25,2,1,180.22,0
2022-04-25,2,2,186.72,0
2022-04-25,2,3,207.56,0
2022-04-26,1,1,156.68,0
2022-04-26,1,2,183.57,0
2022-04-26,1,3,213.53,0
2022-04-26,2,1,189.7,0
2022-04-26,2,2,185.48,0
2022-04-26,2,3,199.57,0
2022-04-27,1,1,218.33,1
2022-04-27,1,2,212.1,0
2022-04-27,1,3,199.35,0
2022-04-27,2,1,217.69,1
2022-04-27,2,2,188.04,0
2022-04-27,2,3,227.34,0
2022-04-28,1,1,191.48,0
2022-04-28,1,2,178.12,0
2022-04-28,1,3,189.72,0
2022-04-28,2,1,166.62,0
2022-04-28,2,2,243.82,1
2022-04-28,2,3,229.43,0
2022-04-29,1,1,156.3,0
2022-04-29,1,2,185.92,0
2022-04-29,1,3,205.1,0
2022-04-29,2,1,196.28,0
2022-04-29,2,2,186.48,0
2022-04-29,2,3,204.2,0
2022-04-30,1,1,188.66,0
2022-04-30,1,2,212.97,0
2022-04-30,1,3,249.69,0
2022-04-30,2,1,190.38,0
2022-04-30,2,2,266.12,1
2022-04-30,2,3,277.33,1
2022-05-01,1,1,180.57,0
2022-05-01,1,2,259.65,1
2022-05-01,1,3,265.68,1
2022-05-01,2,1,216.15,0
2022-05-01,2,2,204.33,0
2022-05-01,2,3,231.86,0
2022-05-02,1,1,167.7,0
2022-05-02,1,2,184.5,0
2022-05-02,1,3,233.92,0
2022-05-02,2,1,182.44,0
2022-05-02,2,2,164.06,0
2022-05-02,2,3,217.9,0
2022-05-03,1,1,174.35,0
2022-05-03,1,2,182.54,0
2022-05-03,1,3,153.41,0
2022-05-03,2,1,191.13,0
2022-05-03,2,2,209.83,0
2022-05-03,2,3,197.49,0
2022-05-04,1,1,156.18,0
2022-05-04,1,2,220.57,1
2022-05-04,1,3,188.05,0
2022-05-04,2,1,180.34,0
2022-05-04,2,2,206.04,0
2022-05-04,2,3,207.09,0
2022-05-05,1,1,143.26,0
2022-05-05,1,2,194.96,0
2022-05-05,1,3,180.62,0
2022-05-05,2,1,223.14,1
2022-05-05,2,2,193.67,0
2022-05-05,2,3,198.71,0
2022-05-06,1,1,179.22,0
2022-05-06,1,2,192.47,0
2022-05-06,1,3,190.17,0
2022-05-06,2,1,185.81,0
2022-05-06,2,2,202.67,0
2022-05-06,2,3,199.26,0
2022-05-07,1,1,170.88,0
2022-05-07,1,2,200.33,0
2022-05-07,1,3,197.9,0
2022-05-07,2,1,205.19,0
2022-05-07,2,2,186.26,0
2022-05-07,2,3,229.12,0
2022-05-08,1,1,189.82,0
2022-05-08,1,2,243.65,1
2022-05-08,1,3,232.68,0
2022-05-08,2,1,188.73,0
2022-05-08,2,2,219.22,0
2022-05-08,2,3,249.36,0
2022-05-09,1,1,169.43,0
2022-05-09,1,2,192.28,0
2022-05-09,1,3,177.42,0
2022-05-09,2,1,186.23,0
2022-05-09,2,2,196.85,0
2022-05-09,2,3,216.64,0
2022-05-10,1,1,152.98,0
2022-05-10,1,2,199.5,0
2022-05-10,1,3,205.22,0
2022-05-10,2,1,202.39,0
2022-05-10,2,2,204.26,0
2022-05-10,2,3,204.4,0
2022-05-11,1,1,173.85,0
2022-05-11,1,2,199.41,0
2022-05-11,1,3,198.96,0
2022-05-11,2,1,170.86,0
2022-05-11,2,2,191.0,0
2022-05-11,2,3,255.33,1
2022-05-12,1,1,186.3,0
2022-05-12,1,2,206.46,0
2022-05-12,1,3,181.66,0
2022-05-12,2,1,189.85,0
2022-05-12,2,2,230.55,1
2022-05-12,2,3,195.25,0
2022-05-13,1,1,172.87,0
2022-05-13,1,2,181.4,0
2022-05-13,1,3,197.34,0
2022-05-13,2,1,181.71,0
2022-05-13,2,2,203.74,0
2022-05-13,2,3,218.17,0
2022-05-14,1,1,236.45,1
2022-05-14,1,2,186.68,0
2022-05-14,1,3,227.22,0
2022-05-14,2,1,214.9,0
2022-05-14,2,2,223.78,0
2022-05-14,2,3,274.34,1
2022-05-15,1,1,182.17,0
2022-05-15,1,2,197.3,0
2022-05-15,1,3,214.04,0
2022-05-15,2,1,181.21,0
2022-05-15,2,2,253.09,0
2022-05-15,2,3,249.72,0
2022-05-16,1,1,190.45,0
2022-05-16,1,2,227.63,1
2022-05-16,1,3,183.94,0
2022-05-16,2,1,190.45,0
2022-05-16,2,2,210.71,0
2022-05-16,2,3,239.38,1
2022-05-17,1,1,182.29,0
2022-05-17,1,2,171.63,0
2022-05-17,1,3,203.77,0
2022-05-17,2,1,204.67,0
2022-05-17,2,2,202.14,0
